rank,rank_change,title,revenue,revenue_change,profits,expenses,profit_change,assets,market_value,employees,ceo_title,sector,industry,years_on_fortune_500,city,state
145,2,Bristol-Myers Squibb,"20,776",6.90%,"1,007.00",19769,-77.40%,"$33,551","$103,415","23,700",Chairman &  Chief Executive Officer,Health Care,Pharmaceuticals,24,New York,NY
146,27,Halliburton,"20,620",29.80%,-463.00,21083,-,"$25,085","$41,068","55,000","President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",24,Houston,TX
147,-13,Tenet Healthcare,"20,613",-2.20%,-704.00,21317,-,"$23,385","$2,452","111,980",Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,24,Dallas,TX
148,3,Lear,"20,467",10.30%,"1,313.40",19153.6,34.70%,"$11,946","$12,453","165,000","President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Southfield,MI
149,10,Cummins,"20,428",16.70%,999.00,19429,-28.30%,"$18,075","$26,757","58,600",Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,24,Columbus,IN
150,76,Micron Technology,"20,322",63.90%,"5,089.00",15233,-,"$35,336","$60,470","34,100","President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,21,Boise,ID
151,18,Nucor,"20,252",25.00%,"1,318.70",18933.3,65.60%,"$15,841","$19,432","25,100","Chairman, President &  Chief Executive Officer",Materials,Metals,24,Charlotte,NC
152,4,Molina Healthcare,"19,883",11.80%,-512.00,20395,-1084.60%,"$8,471","$4,867","20,000","President, Chief Executive Officer &  Director",Health Care,Health Care: Insurance and Managed Care,7,Long Beach,CA
153,-4,Fluor,"19,521",2.50%,191.40,19329.6,-32.00%,"$9,328","$8,006","56,706",Chairman &  Chief Executive Officer,Engineering &  Construction,"Engineering, Construction",17,Irving,TX
154,-6,Altria Group,"19,494",0.80%,"10,222.00",9272,-28.20%,"$43,202","$118,436","8,300",Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Tobacco,24,Richmond,VA
155,9,Paccar,"19,456",14.20%,"1,675.20",17780.8,221.10%,"$23,440","$23,298","25,000",Chairman &  Chief Executive Officer,Industrials,Construction and Farm Machinery,24,Bellevue,WA
156,-3,Hartford Financial Services,"19,228",5.10%,"-3,131.00",22359,-449.40%,"$225,260","$18,392","16,400",Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),23,Hartford,CT
157,-7,Kohls,"19,095",2.20%,859.00,18236,54.50%,"$13,340","$11,021","85,000",Chairman &  Chief Executive Officer,Retailing,General Merchandisers,21,Menomonee Falls,WI
158,59,Western Digital,"19,093",46.90%,397.00,18696,64.00%,"$29,860","$27,456","67,629",Chairman &  Chief Executive Officer,Technology,"Computers, Office Equipment",15,San Jose,CA
159,-7,Jabil,"19,063.10",3.90%,129.10,18934,-49.20%,"$11,096","$5,035",170000,Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,17,St. Petersburg,FL
160,-30,Community Health Systems,"18,477",-13.60%,"-2,459.00",20936,-,"$17,450",$454,"86,000",Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,12,Franklin,TN
161,26,Visa,"18,358",21.70%,"6,699.00",11659,11.80%,"$67,977","$270,222","15,000",Chairman &  Chief Executive Officer,Business Services,Financial Data Services,10,SF,CA
162,-18,Danaher,"18,330",-7.90%,"2,492.10",15837.9,-2.40%,"$46,649","$68,385","67,000","President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,20,Leavenworth,WA
163,-8,Kimberly-Clark,"18,259",0.30%,"2,278.00",15981,5.20%,"$15,151","$38,553","42,000",Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,24,Irving,TX
164,-3,AECOM,"18,203",4.60%,339.40,17863.6,253.10%,"$14,397","$5,671","87,000",Chairman &  Chief Executive Officer,Engineering &  Construction,"Engineering, Construction",10,Los Angeles,CA
165,1,PNC Financial Services,"18,035",9.80%,"5,338.00",12697,36.80%,"$380,768","$71,323","51,632","Chairman, President &  Chief Executive Officer",Financials,Commercial Banks,24,Pittsburgh,PA
166,-6,CenturyLink,"17,656",1.10%,"1,389.00",16267,121.90%,"$75,611","$17,578","51,000","President, Chief Executive Officer &  Director",Telecommunications,Telecommunications,9,Monroe,LA
167,3,NextEra Energy,"17,195",6.40%,"5,378.00",11817,84.70%,"$97,827","$76,895","14,000","Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,North Palm Beach,FL
168,-11,PG& E Corp.,"17,135",-3.00%,"1,646.00",15489,18.20%,"$68,012","$22,664","23,000","President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,24,SF,CA
169,29,Synnex,"17,046",21.20%,301.20,16744.8,28.20%,"$7,699","$4,702","113,600","President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Electronics and Office Equipment,12,Fremont,CA
170,25,WellCare Health Plans,"17,007",19.50%,373.70,16633.3,54.40%,"$8,365","$8,622","8,900",Chairman &  Chief Executive Officer,Health Care,Health Care: Insurance and Managed Care,10,Tampa,FL
171,0,Performance Food Group,"16,762",4.10%,96.30,16665.7,41.00%,"$3,804","$3,104","14,000","President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Food and Grocery,10,Richmond,VA
172,-45,Sears Holdings,"16,702",-24.60%,-383.00,17085,-,"$7,262",$288,"89,000",Chairman &  Chief Executive Officer,Retailing,General Merchandisers,24,Hoffman Estates,IL
173,12,Synchrony Financial,"16,695",10.40%,"1,935.00",14760,-14.00%,"$95,808","$25,490","16,000","President, Chief Executive Officer &  Director",Financials,Diversified Financials,2,Stamford,CT
174,0,CarMax,"16,637",5.10%,627.00,16010,0.60%,"$16,279","$11,202","24,344","President, Chief Executive Officer &  Director",Retailing,"Automotive Retailing, Services",15,Richmond,VA
175,2,Bank of New York Mellon,"16,621",6.00%,"4,090.00",12531,15.30%,"$371,758","$51,919",52500,Chairman &  Chief Executive Officer,Financials,Commercial Banks,24,New York City,NY
176,-1,Freeport-McMoRan,"16,416",4.00%,"1,817.00",14599,-,"$37,302","$25,439","25,200","Vice Chairman, President &  Chief Executive Officer",Energy,"Mining, Crude-Oil Production",13,Phoenix,AZ
177,3,Genuine Parts,"16,309",6.30%,616.80,15692.2,-10.30%,"$12,412","$13,183","48,000","President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,24,Atlanta,GA
178,-39,Emerson Electric,"16,301",-19.60%,"1,518.00",14783,-7.20%,"$19,589","$43,359","76,500",Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,24,St. Louis,MO
179,2,DaVita,"16,038",5.50%,663.60,15374.4,-24.60%,"$18,948","$12,001","74,500",Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,12,Denver,CO
180,-22,Supervalu,"16,009",-8.70%,650.00,15359,265.20%,"$3,580",$585,"29,000","President, Chief Executive Officer &  Director",Food &  Drug Stores,Food and Drug Stores,24,Eden Prairie,MN
181,-3,Gap,"15,855",2.20%,848.00,15007,25.40%,"$7,989","$12,147","135,000","President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,24,SF,CA
182,-17,General Mills,"15,620",-5.70%,"1,657.50",13962.5,-2.40%,"$21,813","$26,716","38,000",Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,24,Minneapolis,MN
183,5,Nordstrom,"15,478",4.90%,437.00,15041,23.40%,"$8,115","$8,123","76,000",Co-President &  Director,Retailing,General Merchandisers,24,Seattle,WA
184,-2,Colgate-Palmolive,"15,454",1.70%,"2,024.00",13430,-17.10%,"$12,676","$62,607","35,900","Chairman, President &  Chief Executive Officer",Household Products,Household and Personal Products,24,New York,NY
185,-18,American Electric Power,"15,425",-5.80%,"1,912.60",13512.4,213.10%,"$64,729","$33,766","17,666","Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Columbus,OH
186,5,XPO Logistics,"15,381",5.20%,340.20,15040.8,393.00%,"$12,602","$12,210","95,000",Chairman &  Chief Executive Officer,Transportation,Transportation and Logistics,3,Greenwich,CT
187,-3,Goodyear Tire & Rubber,"15,377",1.40%,346.00,15031,-72.60%,"$17,064","$6,392","64,000","Chairman, President &  Chief Executive Officer",Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Akron,OH
188,-9,Omnicom Group,"15,274",-0.90%,"1,088.40",14185.6,-5.20%,"$24,931","$16,734","77,300","President, Chief Executive Officer &  Director",Business Services,"Advertising, marketing",22,New York,NY
189,10,CDW,"15,192",8.70%,523.00,14669,23.20%,"$6,957","$10,717","8,726","Chairman, President &  Chief Executive Officer",Technology,Information Technology Services,14,Lincolnshire,IL
190,46,Sherwin-Williams,"14,984",26.40%,"1,772.30",13211.7,56.50%,"$19,958","$36,899","52,695","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,24,Cleveland,OH
191,-8,PPG Industries,"14,967",-1.40%,"1,591.00",13376,81.40%,"$16,538","$27,824","47,200",Chairman &  Chief Executive Officer,Chemicals,Chemicals,24,Pittsburgh,PA
192,14,Texas Instruments,"14,961",11.90%,"3,682.00",11279,2.40%,"$17,642","$102,135","29,714","Chairman, President &  Chief Executive Officer",Technology,Semiconductors and Other Electronic Components,24,Dallas,TX
193,19,C.H. Robinson Worldwide,"14,869",13.10%,504.90,14364.1,-1.70%,"$4,236","$13,153","15,074","Chairman, President &  Chief Executive Officer",Transportation,Transportation and Logistics,17,Eden Prairie,MN
194,-4,WestRock,"14,860",1.00%,708.20,14151.8,-,"$25,089","$16,372","44,800","President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",7,Atlanta,GA
195,10,Cognizant Technology Solutions,"14,810",9.80%,"1,504.00",13306,-3.20%,"$15,221","$47,338","260,000",Chairman &  Chief Executive Officer,Technology,Information Technology Services,8,Teaneck,NJ
196,12,Newell Brands,"14,742",11.10%,"2,748.80",11993.2,420.80%,"$33,136","$12,363","49,000",Chairman &  Chief Executive Officer,Household Products,"Home Equipment, Furnishings",23,Hoboken,NJ
197,-4,CBS,"14,710",2.30%,357.00,14353,-71.70%,"$20,843","$19,668","14,715","Chairman, President &  Chief Executive Officer",Media,Entertainment,24,New York,NY
198,340,Envision Healthcare,"14,701",220.40%,-228.00,14929,-,"$16,573","$4,647","57,750","President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,1,Nashville,TN
199,5,Monsanto,"14,640",8.40%,"2,260.00",12380,69.20%,"$21,333","$51,444","21,900",Chairman &  Chief Executive Officer,Chemicals,Chemicals,15,St. Louis,MO
200,-8,Aramark,"14,604",1.30%,373.90,14230.1,29.90%,"$11,006","$9,725","215,000","Chairman, President &  Chief Executive Officer",Business Services,Diversified Outsourcing Services,24,Philadelphia,PA
201,64,Applied Materials,"14,537",34.30%,"3,434.00",11103,99.50%,"$19,419","$58,429","18,400","President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,23,Santa Clara,CA
202,-1,Waste Management,"14,485",6.40%,"1,949.00",12536,64.90%,"$21,829","$36,372","42,300","President, Chief Executive Officer &  Director",Business Services,Waste Management,20,Houston,TX
203,-17,DISH Network,"14,391",-4.70%,"2,098.70",12292.3,44.80%,"$29,774","$17,682","17,000","President, Chief Executive Officer &  Director",Telecommunications,Telecommunications,17,Englewood,CO
204,-2,Illinois Tool Works,"14,314",5.30%,"1,687.00",12627,-17.10%,"$16,780","$53,142","50,000","Chairman, President &  Chief Executive Officer",Industrials,Industrial Machinery,24,Glenview,IL
205,2,Lincoln National,"14,257",7.00%,"2,079.00",12178,74.40%,"$281,763","$15,946","9,047","President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",24,Wayne,PA
206,68,HollyFrontier,"14,251",35.30%,805.40,13445.6,-,"$10,692","$8,650","3,522","President, Chief Executive Officer &  Director",Energy,Petroleum Refining,11,Dallas,TX
207,7,CBRE Group,"14,210",8.70%,691.50,13518.5,20.90%,"$11,484","$16,042","80,000","President, Chief Executive Officer &  Director",Financials,Real estate,11,Los Angeles,CA
208,-8,Textron,"14,198",3.00%,307.00,13891,-68.10%,"$15,340","$15,293","37,000","Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,24,Providence,RI
209,10,Ross Stores,"14,135",9.90%,"1,362.80",12772.2,21.90%,"$5,722","$29,800","82,700",Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,16,Dublin,CA
210,17,Principal Financial,"14,093",13.70%,"2,310.40",11782.6,75.50%,"$253,941","$17,643","15,378","Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",24,Des Moines,IA
211,21,D.R. Horton,"14,091",15.90%,"1,038.40",13052.6,17.20%,"$12,185","$16,480","7,735","President, Chief Executive Officer &  Director",Engineering &  Construction,Homebuilders,16,Arlington,TX
212,-2,Marsh & McLennan,"14,024",6.20%,"1,492.00",12532,-15.60%,"$20,429","$41,924","64,000","President, Chief Executive Officer &  Director",Financials,Diversified Financials,24,New York,NY
213,18,Devon Energy,"13,949",14.40%,898.00,13051,-,"$30,241","$16,725","3,414","President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",17,Oklahoma City,OK
214,-20,AES,"13,850",-3.10%,"-1,161.00",15011,-,"$33,112","$7,510","10,500","President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,18,Arlington,VA
215,-4,Ecolab,"13,838",5.20%,"1,508.40",12329.6,22.70%,"$19,962","$39,524","48,400",Chairman &  Chief Executive Officer,Chemicals,Chemicals,16,St Paul,MN
216,-7,Land O'Lakes,"13,740",3.80%,314.20,13425.8,28.30%,"$9,509",-,"10,000","President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,16,Arden Hills,MN
217,-4,Loews,"13,735",4.80%,"1,164.00",12571,78.00%,"$79,586","$16,134","18,100","President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),24,New York,NY
218,-3,Kinder Morgan,"13,705",5.00%,183.00,13522,-74.20%,"$79,055","$33,223","10,897","President, Chief Executive Officer &  Director",Energy,Pipelines,15,Houston,TX
219,-23,FirstEnergy,"13,627",-3.70%,"-1,724.00",15351,-,"$42,257","$16,175","15,617","President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,23,Akron,OH
220,58,Occidental Petroleum,"13,274",27.70%,"1,311.00",11963,-,"$42,026","$49,738","11,000","President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",24,Houston,TX
221,3,Viacom,"13,263",6.20%,"1,874.00",11389,30.30%,"$23,698","$12,919","11,200","President, Chief Executive Officer &  Director",Media,Entertainment,13,New York,NY
222,42,PayPal Holdings,"13,094",20.80%,"1,795.00",11299,28.10%,"$40,774","$91,056","18,700","President, Chief Executive Officer &  Director",Business Services,Financial Data Services,3,San Jose,CA
223,14,NGL Energy Partners,"13,022",10.90%,137.00,12885,-,"$6,320","$1,332","2,700",Chief Executive Officer &  Director,Energy,Energy,4,Tulsa,OK
224,30,Celgene,"13,003",15.80%,"2,940.00",10063,47.10%,"$30,141","$67,102","7,467",Chairman &  Chief Executive Officer,Health Care,Pharmaceuticals,7,Summit,NJ
225,3,Arconic,"12,960",4.60%,-74.00,13034,-,"$18,718","$11,124","41,500",Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,24,New York,NY
226,-10,Kellogg,"12,923",-0.70%,"1,269.00",11654,82.90%,"$16,350","$22,532","32,944","Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Food Consumer Products,24,Battle Creek,MI
227,22,Las Vegas Sands,"12,882",12.90%,"2,806.00",10076,68.00%,"$20,687","$56,721","50,500",Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",9,Las Vegas,NV
228,22,Stanley Black & Decker,"12,747",11.70%,"1,226.00",11521,27.00%,"$19,080","$23,610","57,765","President, Chief Executive Officer &  Director",Household Products,"Home Equipment, Furnishings",11,New Britain,CT
229,39,Booking Holdings,"12,681",18.00%,"2,340.80",10340.2,9.60%,"$25,451","$100,459","22,900","President, Chief Executive Officer &  Director",Technology,Internet Services and Retailing,6,Norwalk,CT
230,30,Lennar,"12,646",15.50%,810.50,11835.5,-11.10%,"$18,745","$18,738","9,111",Chief Executive Officer &  Director,Engineering &  Construction,Homebuilders,14,Miami,FL
231,-11,L Brands,"12,632",0.50%,983.00,11649,-15.10%,"$8,149","$10,655","59,200","Chairman, President &  Chief Executive Officer",Retailing,Specialty Retailers: Apparel,24,Columbus,OH
232,40,DTE Energy,"12,607",18.60%,"1,134.00",11473,30.60%,"$33,767","$18,760","10,200",Chairman &  Chief Executive Officer,Energy,Utilities: Gas and Electric,24,Detroit,MI
233,5,Dominion Energy,"12,586",7.20%,"2,999.00",9587,41.30%,"$76,585","$45,344",16200,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Richmond,VA
234,12,Reinsurance Group of America,"12,516",8.60%,"1,822.20",10693.8,159.80%,"$60,515","$9,930","2,640","President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",9,Chesterfield,MO
235,-14,J.C. Penney,"12,506",-0.30%,-116.00,12622,-11700.00%,"$8,413",$943,"98,000",Chairman &  Chief Executive Officer,Retailing,General Merchandisers,24,Plano,TX
236,31,Mastercard,"12,497",16.00%,"3,915.00",8582,-3.50%,"$21,329","$184,161","13,400","President, Chief Executive Officer &  Director",Business Services,Financial Data Services,10,Harrison,NY
237,18,BlackRock,"12,491",12.00%,"4,970.00",7521,56.70%,"$220,217","$87,065","13,900",Chairman &  Chief Executive Officer,Financials,Securities,11,New York,NY
238,5,Henry Schein,"12,462",7.70%,406.30,12055.7,-19.80%,"$7,811","$10,330","22,000",Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Health Care,15,Melville,NY
239,-21,Guardian Life Ins. Co. of America,"12,455",-3.60%,455.30,11999.7,72.50%,"$75,038",-,"9,283","President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (Mutual)",24,New York,NY
240,12,Stryker,"12,444",9.90%,"1,020.00",11424,-38.10%,"$22,197","$60,041","33,000",Chairman &  Chief Executive Officer,Health Care,Medical Products and Equipment,16,Kalamazoo,MI
241,21,Jefferies Financial Group,"12,408",14.10%,171.70,12236.3,32.10%,"$47,169","$8,098","12,700",Chairman &  Chief Executive Officer,Financials,Diversified Financials,6,New York,NY
